Kind,Name,File,Cyclomatic,CountLineCodeExe
Function,"peel_to_type",git\sha1_name.c,8,18
Static Function,"pending_number",git\date.c,8,14
Static Function,"perf",git\test-wildmatch.c,12,48
Function,"perl_quote_buf",git\quote.c,3,8
Static Function,"pick_commits",git\sequencer.c,4,12
Static Function,"pick_one_utf8_char",git\utf8.c,11,44
Static Function,"pick_rref",git\contrib\examples\builtin-fetch--tool.c,14,44
Static Function,"pickaxe",git\diffcore-pickaxe.c,8,17
Static Function,"pickaxe_match",git\diffcore-pickaxe.c,9,23
Struct,"pinfo_t",git\compat\mingw.c,,0
Function,"pipe",git\compat\mingw.c,4,14
File,"pkt-line.c",git\pkt-line.c,,106
File,"pkt-line.h",git\pkt-line.h,,0
Struct,"pll",git\builtin\pack-redundant.c,,0
Static Function,"pll_free",git\builtin\pack-redundant.c,3,8
Struct,"plost",git\combine-diff.c,,0
Function,"plug_bulk_checkin",git\bulk-checkin.c,1,1
Function,"poll",git\compat\poll\poll.c,28,91
File,"poll.c",git\compat\poll\poll.c,,168
File,"poll.h",git\compat\poll\poll.h,,0
Struct,"pollfd",git\compat\poll\poll.h,,0
Static Function,"pool_alloc",git\fast-import.c,6,18
Static Function,"pool_calloc",git\fast-import.c,1,4
Static Function,"pool_strdup",git\fast-import.c,1,3
Function,"pop_commit",git\commit.c,3,6
Static Function,"pop_fail_stack",git\compat\regex\regexec.c,1,8
Static Function,"pop_item",git\mergesort.c,2,4
Function,"pop_most_recent_commit",git\commit.c,3,12
Static Function,"pop_one_commit",git\builtin\show-branch.c,1,5
Static Function,"populate_from_stdin",git\diff-no-index.c,2,11
Static Function,"populate_maildir_list",git\builtin\mailsplit.c,6,15
Static Function,"populate_opts_cb",git\sequencer.c,14,26
Static Function,"populate_value",git\builtin\for-each-ref.c,28,84
Struct,"possible_tag",git\builtin\describe.c,,0
Static Function,"post_checkout_hook",git\builtin\checkout.c,4,4
Static Function,"post_rpc",git\remote-curl.c,18,86
Static Function,"postfixcmp",git\builtin\remote.c,2,4
Static Function,"postorder",git\compat\regex\regcomp.c,7,16
Function,"pp_commit_easy",git\pretty.c,1,3
Static Function,"pp_header",git\pretty.c,11,30
Function,"pp_remainder",git\pretty.c,7,19
Function,"pp_title_line",git\pretty.c,12,38
Function,"pp_user_info",git\pretty.c,13,63
Function,"ppc_SHA1_Final",git\ppc\sha1.c,4,13
Function,"ppc_SHA1_Init",git\ppc\sha1.c,1,8
Function,"ppc_SHA1_Update",git\ppc\sha1.c,5,18
Static Function,"pprint_rename",git\diff.c,11,46
File,"pread.c",git\compat\pread.c,,7
Static Function,"preallocate_hash",git\hash.h,1,3
File,"precompose_utf8.c",git\compat\precompose_utf8.c,,82
File,"precompose_utf8.h",git\compat\precompose_utf8.h,,0
Function,"precompose_utf8_closedir",git\compat\precompose_utf8.c,2,8
Function,"precompose_utf8_opendir",git\compat\precompose_utf8.c,2,13
Function,"precompose_utf8_readdir",git\compat\precompose_utf8.c,7,36
Static Function,"prefetch",git\http-walker.c,3,16
Static Function,"prefix_cb",git\test-string-list.c,1,2
Function,"prefix_filename",git\abspath.c,2,5
Static Function,"prefix_one",git\builtin\apply.c,2,5
Static Function,"prefix_patches",git\builtin\apply.c,3,5
Function,"prefix_path",git\setup.c,2,4
Function,"prefix_path_gently",git\setup.c,10,31
Static Function,"prefix_pathspec",git\pathspec.c,49,154
Function,"prefixcmp",git\strbuf.c,4,5
Static Function,"preimage_sha1_in_gitlink_patch",git\builtin\apply.c,2,12
File,"preload-index.c",git\preload-index.c,,53
Static Function,"preload_index",git\preload-index.c,9,24
Static Function,"preload_thread",git\preload-index.c,10,26
Static Function,"preorder",git\compat\regex\regcomp.c,6,14
Static Function,"prep_base85",git\base85.c,3,5
Static Function,"prep_exclude",git\dir.c,12,56
Static Function,"prep_header_patterns",git\grep.c,12,28
Static Function,"prep_temp_blob",git\diff.c,4,24
Function,"prepare_alt_odb",git\sha1_file.c,3,7
Static Function,"prepare_attr_stack",git\attr.c,9,35
Static Function,"prepare_commit_graft",git\commit.c,2,6
Static Function,"prepare_credentials",git\daemon.c,4,11
Static Function,"prepare_filter_bits",git\diff.c,3,3
Static Function,"prepare_final",git\builtin\blame.c,6,17
Static Function,"prepare_fn_table",git\builtin\apply.c,3,5
Function,"prepare_git_cmd",git\exec_cmd.c,3,7
Static Function,"prepare_header",git\archive-tar.c,2,12
Static Function,"prepare_image",git\builtin\apply.c,5,14
Static Function,"prepare_index",git\builtin\commit.c,21,81
Static Function,"prepare_initial",git\builtin\blame.c,7,19
Static Function,"prepare_lines",git\builtin\blame.c,5,19
Static Function,"prepare_order",git\diffcore-order.c,13,35
Static Function,"prepare_pack",git\builtin\pack-objects.c,13,35
Function,"prepare_packed_git",git\sha1_file.c,3,10
Static Function,"prepare_packed_git_one",git\sha1_file.c,13,40
Static Function,"prepare_prefixes",git\sha1_name.c,6,18
Static Function,"prepare_ref_index",git\remote.c,2,3
Static Function,"prepare_replace_object",git\replace_object.c,3,6
Function,"prepare_revision_walk",git\revision.c,14,34
Static Function,"prepare_revs",git\sequencer.c,4,6
Static Function,"prepare_run_command_v_opt",git\run-command.c,7,8
Static Function,"prepare_shell_cmd",git\run-command.c,6,18
Static Function,"prepare_show_merge",git\revision.c,8,33
Static Function,"prepare_submodule_summary",git\submodule.c,5,18
Static Function,"prepare_temp_file",git\diff.c,12,40
Static Function,"prepare_to_commit",git\builtin\commit.c,55,199
Static Function,"prepare_to_commit",git\builtin\merge.c,6,19
Static Function,"prepare_to_stream",git\bulk-checkin.c,3,7
Static Function,"prepare_transport",git\builtin\fetch.c,4,9
Static Function,"prepend",git\builtin\help.c,1,6
Static Function,"prepend_alloc",git\compat\nedmalloc\malloc.c.h,44,26
Function,"pretend_sha1_file",git\sha1_file.c,3,15
Function,"prettify_refname",git\refs.c,4,5
File,"pretty.c",git\pretty.c,,1001
Function,"pretty_print_commit",git\pretty.c,13,32
Struct,"pretty_print_context",git\commit.h,,0
Static Function,"pretty_print_dels",git\builtin\clean.c,2,12
Static Function,"pretty_print_menus",git\builtin\clean.c,1,6
Static Function,"pretty_print_string_list",git\help.c,2,9
Static Function,"previous_patch",git\builtin\apply.c,5,11
Function,"prime_cache_tree",git\cache-tree.c,1,3
Static Function,"prime_cache_tree_rec",git\cache-tree.c,4,15
Static Function,"prime_ref_dir",git\refs.c,3,4
Static Function,"print_advice",git\sequencer.c,4,13
Static Function,"print_and_abort",git\compat\obstack.c,1,2
Function,"print_columns",git\column.c,10,21
Static Function,"print_commit",git\submodule.c,1,6
Static Function,"print_commit",git\builtin\log.c,2,10
Static Function,"print_commit",git\test-revision-walking.c,1,6
Function,"print_commit_list",git\commit.c,3,3
Static Function,"print_entry",git\credential-store.c,1,2
Static Function,"print_error_files",git\builtin\rm.c,4,11
Static Function,"print_helper_status",git\builtin\send-pack.c,15,52
Static Function,"print_highlight_menu_stuff",git\builtin\clean.c,12,40
Static Function,"print_joined",git\builtin\fmt-merge-msg.c,5,10
Static Function,"print_line",git\credential-store.c,1,2
Static Function,"print_line",git\line-log.c,3,14
Static Function,"print_line_count",git\diff.c,3,10
Static Function,"print_ls",git\fast-import.c,4,17
Static Function,"print_new_head_line",git\builtin\reset.c,3,12
Static Function,"print_object_or_die",git\builtin\cat-file.c,6,13
Static Function,"print_ok_ref_status",git\transport.c,5,19
Static Function,"print_one_push_status",git\transport.c,15,48
Static Function,"print_path",git\builtin\fast-export.c,3,7
Static Function,"print_ref_item",git\builtin\branch.c,9,38
Static Function,"print_ref_list",git\builtin\branch.c,9,40
Static Function,"print_ref_status",git\transport.c,6,20
Static Function,"print_signature",git\builtin\log.c,2,2
Function,"print_stat_summary",git\diff.c,7,19
Function,"print_string_list",git\string-list.c,3,4
Static Function,"print_submodule_summary",git\submodule.c,6,19
Static Function,"print_summary",git\builtin\commit.c,7,48
Static Function,"print_value",git\builtin\for-each-ref.c,7,21
Static Function,"print_var_int",git\builtin\rev-list.c,1,1
Static Function,"print_var_str",git\builtin\rev-list.c,1,1
Static Function,"print_variable",git\sh-i18n--envsubst.c,1,2
Static Function,"print_variables",git\sh-i18n--envsubst.c,1,1
Function,"printf_ln",git\strbuf.c,2,6
File,"prio-queue.c",git\prio-queue.c,,45
File,"prio-queue.h",git\prio-queue.h,,0
Struct,"prio_queue",git\prio-queue.h,,0
Function,"prio_queue_get",git\prio-queue.c,7,22
Function,"prio_queue_put",git\prio-queue.c,7,13
Function,"prio_queue_reverse",git\prio-queue.c,3,6
Static Function,"probe_rpc",git\remote-curl.c,1,18
Static Function,"proceed_next_node",git\compat\regex\regexec.c,19,55
Static Function,"process",git\walker.c,4,12
Static Function,"process_all_files",git\line-log.c,4,14
Static Function,"process_alternates_response",git\http-walker.c,21,85
Static Function,"process_blob",git\reachable.c,3,7
Static Function,"process_blob",git\http-push.c,2,6
Static Function,"process_blob",git\list-objects.c,4,9
Static Function,"process_commit",git\walker.c,10,19
Static Function,"process_connect",git\transport-helper.c,3,7
Static Function,"process_connect_service",git\transport-helper.c,10,36
Static Function,"process_diff_filepair",git\line-log.c,6,32
Static Function,"process_directory",git\builtin\update-index.c,9,21
Static Function,"process_entry",git\merge-recursive.c,17,84
Static Function,"process_gitlink",git\reachable.c,1,0
Static Function,"process_gitlink",git\list-objects.c,1,0
Function,"process_http_object_request",git\http.c,2,5
Static Function,"process_input",git\builtin\upload-archive.c,3,7
Static Function,"process_ls_object",git\http-push.c,3,13
Static Function,"process_ls_ref",git\http-push.c,3,5
Static Function,"process_lstat_error",git\builtin\update-index.c,2,3
Static Function,"process_object",git\walker.c,8,17
Static Function,"process_object_response",git\http-walker.c,3,16
Static Function,"process_path",git\builtin\update-index.c,7,14
Static Function,"process_ranges_arbitrary_commit",git\line-log.c,4,10
Static Function,"process_ranges_merge_commit",git\line-log.c,5,29
Static Function,"process_ranges_ordinary_commit",git\line-log.c,3,8
Static Function,"process_renames",git\merge-recursive.c,23,163
Static Function,"process_response",git\http-push.c,1,3
Static Function,"process_tag",git\reachable.c,4,9
Static Function,"process_tag",git\walker.c,2,3
Static Function,"process_tree",git\reachable.c,7,22
Static Function,"process_tree",git\http-push.c,6,25
Static Function,"process_tree",git\list-objects.c,14,46
Static Function,"process_tree",git\walker.c,8,19
Struct,"progress",git\progress.c,,0
File,"progress.c",git\progress.c,,120
File,"progress.h",git\progress.h,,0
Static Function,"progress_interval",git\progress.c,1,1
File,"prompt.c",git\prompt.c,,36
File,"prompt.h",git\prompt.h,,0
Static Function,"prompt_help_cmd",git\builtin\clean.c,2,15
Static Function,"proto_is_http",git\credential.c,2,3
Static Function,"prune",git\builtin\notes.c,5,18
Static Function,"prune",git\builtin\remote.c,3,12
File,"prune-packed.c",git\builtin\prune-packed.c,,52
File,"prune.c",git\builtin\prune.c,,95
Static Function,"prune_base_data",git\builtin\index-pack.c,3,6
Static Function,"prune_cache",git\builtin\ls-files.c,4,16
Static Function,"prune_dir",git\builtin\prune.c,9,23
Static Function,"prune_dir",git\builtin\prune-packed.c,6,15
Static Function,"prune_directory",git\builtin\add.c,4,13
Static Function,"prune_impossible_nodes",git\compat\regex\regexec.c,13,60
Function,"prune_notes",git\notes.c,5,11
Static Function,"prune_notes_helper",git\notes.c,2,8
Static Function,"prune_object",git\builtin\prune.c,5,12
Static Function,"prune_object_dir",git\builtin\prune.c,2,3
Function,"prune_packed_objects",git\builtin\prune-packed.c,6,21
Static Function,"prune_ref",git\refs.c,2,5
Static Function,"prune_refs",git\builtin\fetch.c,5,15
Static Function,"prune_refs",git\refs.c,2,3
Static Function,"prune_remote",git\builtin\remote.c,7,25
Static Function,"prune_tmp_object",git\builtin\prune.c,5,10
Static Function,"prune_traversal",git\tree-walk.c,3,5
Static Function,"ps_strcmp",git\pathspec.h,2,4
Static Function,"ps_strncmp",git\pathspec.h,2,4
File,"pthread.c",git\compat\win32\pthread.c,,72
File,"pthread.h",git\compat\win32\pthread.h,,5
Function,"pthread_cond_broadcast",git\compat\win32\pthread.c,2,9
Function,"pthread_cond_destroy",git\compat\win32\pthread.c,1,4
Function,"pthread_cond_init",git\compat\win32\pthread.c,3,13
Function,"pthread_cond_signal",git\compat\win32\pthread.c,3,8
Function,"pthread_cond_wait",git\compat\win32\pthread.c,2,13
Function,"pthread_create",git\compat\win32\pthread.c,2,8
Static Function,"pthread_exit",git\compat\win32\pthread.h,1,1
Static Function,"pthread_getspecific",git\compat\win32\pthread.h,1,1
Static Function,"pthread_key_create",git\compat\win32\pthread.h,2,1
Static Function,"pthread_key_delete",git\compat\win32\pthread.h,2,1
Function,"pthread_self",git\compat\win32\pthread.c,1,3
Static Function,"pthread_setspecific",git\compat\win32\pthread.h,2,1
Static Function,"ptr_to_mark",git\builtin\fast-export.c,1,1
Static Function,"push",git\remote-curl.c,2,7
File,"push.c",git\builtin\push.c,,325
Struct,"push_cas_option",git\remote.h,,0
Public Struct,"push_cas_option::push_cas",git\remote.h,,0
Static Function,"push_dav",git\remote-curl.c,5,16
Static Function,"push_fail_stack",git\compat\regex\regexec.c,4,16
Static Function,"push_git",git\remote-curl.c,9,26
Static Function,"push_had_errors",git\transport.c,5,9
Struct,"push_info",git\builtin\remote.c,,0
Static Function,"push_refs",git\transport-helper.c,5,13
Static Function,"push_refs_with_export",git\transport-helper.c,12,32
Static Function,"push_refs_with_push",git\transport-helper.c,17,50
Static Function,"push_submodule",git\submodule.c,4,14
Static Function,"push_tip_to_list",git\builtin\reflog.c,3,8
Function,"push_unpushed_submodules",git\submodule.c,4,13
Static Function,"push_update_ref_status",git\transport-helper.c,17,58
Static Function,"push_update_refs_status",git\transport-helper.c,6,16
Static Function,"push_url_of_remote",git\builtin\push.c,2,5
Static Function,"push_with_options",git\builtin\push.c,14,33
Function,"pushremote_get",git\remote.c,1,2
Function,"put_revision_mark",git\revision.c,2,5
Function,"python_quote_buf",git\quote.c,4,13
File,"qsort.c",git\compat\qsort.c,,30
Static Function,"query_refspecs",git\remote.c,11,20
Static Function,"queue_diff",git\diff-no-index.c,16,60
Static Function,"queue_diffs",git\line-log.c,7,19
Static Function,"quickfetch",git\builtin\fetch.c,2,4
Static Function,"quit_cmd",git\builtin\clean.c,1,3
File,"quote.c",git\quote.c,,240
File,"quote.h",git\quote.h,,0
Static Function,"quote_arg",git\compat\mingw.c,15,40
Function,"quote_c_style",git\quote.c,1,1
Static Function,"quote_c_style_counted",git\quote.c,35,26
Static Function,"quote_crnl",git\trace.c,6,14
Function,"quote_path_relative",git\quote.c,1,6
Static Function,"quote_ref_url",git\http.c,3,8
Static Function,"quote_two",git\diff.c,2,12
Function,"quote_two_c_style",git\quote.c,4,11
Struct,"range",git\line-log.h,,0
Static Function,"range_cmp",git\line-log.c,3,7
Struct,"range_set",git\line-log.h,,0
Function,"range_set_append",git\line-log.c,1,2
Function,"range_set_append_unsafe",git\line-log.c,1,5
Static Function,"range_set_check_invariants",git\line-log.c,4,7
Static Function,"range_set_copy",git\line-log.c,1,3
Static Function,"range_set_difference",git\line-log.c,8,16
Static Function,"range_set_grow",git\line-log.c,4,1
Function,"range_set_init",git\line-log.c,2,4
Static Function,"range_set_map_across_diff",git\line-log.c,1,11
Static Function,"range_set_move",git\line-log.c,1,6
Function,"range_set_release",git\line-log.c,1,3
Static Function,"range_set_shift_diff",git\line-log.c,3,11
Static Function,"range_set_union",git\line-log.c,10,27
Static Function,"ranges_overlap",git\line-log.c,1,1
Static Function,"re_acquire_state",git\compat\regex\regex_internal.c,6,15
Static Function,"re_acquire_state_context",git\compat\regex\regex_internal.c,5,15
Struct,"re_backref_cache_entry",git\compat\regex\regex_internal.h,,0
Function,"re_compile_fastmap",git\compat\regex\regcomp.c,4,12
Static Function,"re_compile_fastmap_iter",git\compat\regex\regcomp.c,9,20
Static Function,"re_compile_internal",git\compat\regex\regcomp.c,10,47
Function,"re_compile_pattern",git\compat\regex\regcomp.c,2,6
Static Function,"re_copy_regs",git\compat\regex\regexec.c,12,33
Static Function,"re_dfa_add_node",git\compat\regex\regex_internal.c,10,29
Struct,"re_dfa_t",git\compat\regex\regex_internal.h,,0
Struct,"re_dfastate_t",git\compat\regex\regex_internal.h,,0
Struct,"re_fail_stack_ent_t",git\compat\regex\regex_internal.h,,0
Struct,"re_fail_stack_t",git\compat\regex\regex_internal.h,,0
Function,"re_match",git\compat\regex\regexec.c,1,1
Function,"re_match_2",git\compat\regex\regexec.c,1,2
Static Function,"re_node_set_add_intersect",git\compat\regex\regex_internal.c,18,43
Static Function,"re_node_set_alloc",git\compat\regex\regex_internal.c,3,9
Static Function,"re_node_set_compare",git\compat\regex\regex_internal.c,4,6
